"Points:0","Points:1","Points:2"
-62.488,-18.334,257
-57.686,-17.595,257.88
-59.621,-17.891,255.08
-55.243,-17.202,256.01
-57.08,-17.516,253.35
-53.14,83.843,148
-52.366,84.096,144.25
-50.224,81.42,149.41
-49.398,81.749,145.6
-47.751,79.133,150.97
-46.789,79.568,147.04
-45.627,76.978,152.49
-44.437,77.574,148.4
-56.171,48.341,259.26
-53.002,47.139,257.53
-50.179,46.094,255.86
-47.655,45.212,254.27
-18.778,-91.597,187.3
-14.123,-93.113,191.35
-14.103,-92.412,187.38
-17.966,-87.918,188.06
-13.528,-89.393,191.91
-13.51,-88.758,188.12
-17.221,-84.585,188.75
-12.978,-86.001,192.43
-12.958,-85.402,188.8
-16.537,-81.536,189.38
-12.469,-82.881,192.9
-12.446,-82.308,189.42
-69.303,20.762,171.5
-65.886,20.722,172.36
-62.606,20.665,173.23
-59.428,20.561,174.12
-58.724,-17.981,268.07
-55.895,-17.439,265.47
-53.378,-16.958,263.12
-51.145,-16.527,261
-51.484,-28.079,271.92
-54.154,-28.552,269.48
-49.127,-27.243,269.12
-51.646,-27.707,266.79
-46.984,-26.448,266.54
-49.374,-26.913,264.33
-45.048,-25.683,264.18
-47.33,-26.158,262.06
-46.419,-23.912,276.92
-44.322,-23.164,273.88
-42.407,-22.445,271.11
-40.675,-21.75,268.58
-69.501,-53.462,201.37
-67.014,-56.991,197.16
-69.357,-52.825,197.49
-65.805,-51.832,201.8
-63.574,-55.224,197.71
-65.58,-51.214,198.08
-62.586,-50.455,202.17
-60.503,-53.69,198.2
-62.327,-49.872,198.58
-59.763,-49.313,202.49
-57.754,-52.374,198.63
-59.491,-48.776,199.03
-17.807,70.208,278.16
-22.065,68.923,277.65
-22.642,72.16,275
-18.271,73.521,275.49
-16.834,67.836,274.98
-20.841,66.612,274.5
-21.378,69.672,271.98
-17.268,70.963,272.44
-15.988,65.869,272.26
-19.785,64.71,271.8
-20.299,67.627,269.4
-16.407,68.847,269.83
-15.261,64.25,269.94
-18.879,63.158,269.49
-19.383,65.96,267.2
-15.676,67.112,267.62
-54.818,-57.819,163.42
-51.969,-55.893,165.24
-49.422,-54.225,166.97
-47.134,-52.783,168.58
-64.875,64.857,173.23
-64.365,65.17,169.58
-63.059,69.918,169.78
-63.584,69.69,173.47
-61.358,63.739,173.63
-60.855,64.048,170.08
-59.548,68.547,170.26
-60.036,68.311,173.83
-58.049,62.597,173.99
-57.56,62.875,170.5
-56.317,67.16,170.67
-56.779,66.953,174.16
-54.509,60.099,174.36
-54.048,60.201,170.89
-53.027,64.335,171.04
-53.422,64.292,174.5
-70.448,42.871,186.46
-71.056,37.758,186.18
-66.865,42.314,186.81
-67.494,37.323,186.6
-63.476,41.768,187.12
-64.161,36.912,186.98
-60.149,41.019,187.44
-61.012,36.403,187.35
-28.752,6.2816,289.93
-32.21,6.0192,288.55
-32.315,9.7785,288.74
-28.862,10.083,290.14
-27.439,6.4313,286.45
-30.726,6.1622,285.13
-30.786,9.8471,285.27
-27.51,10.157,286.61
-26.226,6.5621,283.26
-29.361,6.2809,282
-29.391,9.8904,282.13
-26.27,10.213,283.41
-25.111,6.6794,280.36
-28.114,6.3804,279.15
-28.124,9.9175,279.28
-25.138,10.258,280.51
-76.529,7.3694,209.66
-76.83,2.4061,209.41
-76.443,3.0787,205.79
-76.165,8.0481,206.06
-72.884,7.1828,209.83
-73.184,2.3216,209.61
-72.82,3.0009,206.09
-72.545,7.8752,206.32
-69.492,6.9368,209.99
-69.782,2.1673,209.81
-69.424,2.8539,206.39
-69.155,7.6433,206.59
-66.33,6.6263,210.17
-66.606,1.9392,210.02
-66.237,2.6343,206.71
-65.975,7.3485,206.86
-58.931,79.17,166.41
-60.956,74.731,166.26
-55.525,77.174,167.04
-57.463,73.045,166.9
-52.503,75.244,167.58
-54.338,71.366,167.48
-49.691,72.086,168.08
-51.35,68.334,168.01
-54.225,62.107,111.47
-53.125,65.627,110.78
-50.686,60.8,113.31
-49.758,64.156,112.73
-47.537,59.614,115.04
-46.708,62.88,114.6
-44.601,58.773,116.46
-43.803,61.946,116.16
-13.448,71.29,278.52
-9.0091,72.177,278.73
-12.722,68.867,275.33
-8.5317,69.721,275.54
-12.087,66.84,272.59
-8.109,67.641,272.78
-11.541,65.158,270.25
-7.7424,65.89,270.42
-38.811,79.064,257.13
-42.832,76.087,256.26
-43.527,78.095,252.78
-39.456,81.168,253.61
-36.507,76.313,255
-40.222,73.518,254.2
-40.879,75.458,250.86
-37.118,78.331,251.62
-34.598,74.074,253.18
-38.07,71.443,252.44
-38.697,73.325,249.2
-35.188,76.027,249.91
-33.025,72.271,251.61
-36.293,69.784,250.91
-36.897,71.62,247.78
-33.6,74.167,248.45
-37.224,96.987,206.29
-36.907,96.324,202.39
-31.882,98.446,206.43
-35.563,93.563,206.16
-35.414,93.234,202.21
-30.581,95.151,206.3
-34.006,90.393,206.01
-33.976,90.24,202.05
-29.307,91.969,206.19
-32.293,86.79,205.82
-32.505,87.006,201.89
-27.875,88.469,206.1
-69.202,52.552,190.72
-69.32,51.9,194.34
-65.536,51.69,190.83
-65.662,51.004,194.35
-62.206,50.938,190.9
-62.328,50.214,194.33
-59.13,50.128,190.95
-59.27,49.469,194.28
-19.129,104.94,183.08
-18.122,104.16,186.89
-18.309,101.87,182.47
-17.437,101.2,186.27
-17.284,98.997,181.9
-16.494,98.452,185.74
-16.134,96.221,181.36
-15.404,95.962,185.26
-31.675,-8.8404,287.54
-35.072,-8.9712,286.06
-35.263,-5.3183,286.39
-31.858,-5.1588,287.89
-30.264,-8.4013,284.1
-33.495,-8.5422,282.68
-33.665,-4.9662,283.01
-30.426,-4.797,284.45
-28.968,-7.9878,280.95
-32.055,-8.1394,279.6
-32.205,-4.6413,279.93
-29.112,-4.4599,281.3
-27.777,-7.6011,278.08
-30.737,-7.7636,276.78
-30.871,-4.3445,277.11
-27.906,-4.149,278.42
-48.123,12.527,279.06
-48.02,16.221,279.15
-45.74,12.424,276.17
-45.549,16.031,276.2
-43.59,12.275,273.52
-43.35,15.8,273.53
-41.659,12.088,271.1
-41.4,15.534,271.13
-57.866,68.717,137.17
-58.956,64.479,137.3
-54.433,67.28,138.5
-55.463,63.248,138.59
-51.304,65.929,139.88
-52.297,62.073,139.96
-48.393,64.746,141.14
-49.377,61.069,141.2
-26.975,-26.856,285.78
-23.665,-26.973,286.81
-25.818,-25.97,282.32
-22.656,-26.068,283.3
-24.74,-25.119,279.17
-21.713,-25.206,280.1
-23.742,-24.291,276.29
-20.836,-24.371,277.19
-28.406,-5.0082,289.23
-32.005,-1.4529,288.17
-27.141,-4.6392,285.73
-30.555,-1.1654,284.73
-25.972,-4.2927,282.53
-29.225,-0.90194,281.59
-24.896,-3.971,279.6
-28.006,-0.66306,278.72
-61.095,-34.319,159.81
-60.005,-38.464,159.27
-58.657,-36.615,156.33
-59.645,-32.523,156.83
-57.971,-33.516,161.34
-56.921,-37.53,160.87
-55.62,-35.731,157.79
-56.572,-31.762,158.22
-55.068,-32.839,162.99
-54.072,-36.735,162.59
-52.845,-34.987,159.57
-53.743,-31.123,159.91
-52.321,-32.297,164.79
-51.395,-36.103,164.45
-50.073,-34.339,161.64
-50.945,-30.572,161.89
-76.522,11.103,217.16
-76.382,11.725,213.52
-72.792,10.779,217.07
-72.68,11.415,213.55
-69.384,10.41,216.97
-69.278,11.059,213.56
-66.27,9.9895,216.88
-66.144,10.648,213.58
-59.534,61.961,236.72
-60.027,63.166,233.13
-57.932,67.934,234.13
-56.272,60.502,235.78
-56.746,61.7,232.29
-54.643,66.266,233.18
-53.28,59.208,234.85
-53.729,60.398,231.44
-51.695,64.822,232.27
-50.522,58.093,233.93
-50.942,59.279,230.6
-49.029,63.617,231.4
-21.462,112.4,102.34
-21.265,112.85,106.68
-25.046,109.89,102.93
-19.656,108.38,104.59
-19.599,108.83,108.52
-22.998,106.07,105.06
-18.316,105.19,106.79
-18.284,105.49,110.41
-21.445,102.96,107.13
-17.19,102.69,108.64
-17.15,102.78,112.02
-20.11,100.51,108.86
-64.482,-44.924,172.2
-63.273,-49.322,171.5
-62.425,-47.825,168.08
-63.485,-43.453,168.84
-61.089,-43.775,173.52
-59.741,-47.877,172.95
-58.916,-46.439,169.68
-60.175,-42.357,170.26
-58.007,-42.79,174.77
-56.669,-46.669,174.26
-55.873,-45.285,171.12
-57.143,-41.417,171.62
-55.176,-42,175.93
-53.941,-45.699,175.45
-53.172,-44.372,172.43
-54.334,-40.668,172.9
-72.984,-41.85,221.77
-73.277,-41.636,217.92
-69.473,-40.76,221.46
-69.745,-40.579,217.77
-66.212,-39.815,221.16
-66.463,-39.664,217.61
-63.18,-39.032,220.86
-63.411,-38.911,217.46
-59.29,-37.584,260.46
-57.992,-41.145,260.04
-59.986,-41.979,257.11
-61.336,-38.318,257.49
-56.503,-36.497,258.23
-55.327,-39.982,257.87
-57.215,-40.789,255.09
-58.436,-37.21,255.42
-53.962,-35.504,256.14
-52.865,-38.905,255.79
-54.654,-39.694,253.16
-55.788,-36.206,253.47
-51.652,-34.596,254.17
-50.6,-37.922,253.81
-52.301,-38.708,251.31
-53.382,-35.301,251.64
-69.411,20.892,246.29
-71.351,16.858,242.68
-65.916,20.268,245.07
-67.841,16.322,241.6
-62.758,19.652,243.89
-64.641,15.774,240.56
-59.906,19.033,242.74
-61.728,15.205,239.54
-25.312,97.614,90.279
-22.454,100.37,89.44
-24.099,96.655,93.406
-21.339,99.346,92.712
-22.847,95.068,95.35
-20.26,97.78,94.785
-21.884,93.982,97.255
-19.488,96.787,96.754
-71.239,-28.252,245.02
-70.358,-32.508,244.78
-71.568,-32.783,241.15
-67.734,-27.48,243.66
-66.887,-31.592,243.39
-68.06,-31.88,239.97
-64.583,-26.821,242.39
-63.767,-30.805,242.11
-64.882,-31.105,238.87
-61.748,-26.263,241.23
-60.949,-30.13,240.93
-61.996,-30.446,237.84
-4.657,-90.386,176.15
-4.6791,-91.561,179.9
-4.4673,-86.997,177.35
-4.4882,-88.118,180.92
-4.2886,-83.741,178.53
-4.3091,-84.807,181.92
-4.1178,-80.606,179.67
-4.1369,-81.62,182.89
-21.282,-8.5544,291.04
-21.407,-4.7517,291.42
-17.874,-4.6522,292.28
-20.35,-8.0938,287.45
-20.466,-4.3725,287.83
-17.091,-4.2693,288.66
-19.479,-7.658,284.17
-19.586,-4.0131,284.55
-16.354,-3.9057,285.35
-18.671,-7.2509,281.17
-18.77,-3.6778,281.54
-15.669,-3.5668,282.3
-32.509,-70.667,259.47
-31.72,-68.687,262.48
-28.422,-70.087,262.7
-29.142,-72.185,259.67
-31.081,-67.951,257.31
-30.335,-66.074,260.16
-27.197,-67.41,260.37
-27.865,-69.386,257.49
-29.746,-65.474,255.29
-29.032,-63.7,257.99
-26.033,-64.974,258.2
-26.669,-66.841,255.46
-28.503,-63.211,253.41
-27.814,-61.54,255.97
-24.939,-62.757,256.2
-25.551,-64.521,253.58
-50.16,-63.258,253.23
-51.343,-64.463,249.91
-47.793,-60.883,251.32
-48.937,-62.032,248.19
-45.679,-58.757,249.53
-46.779,-59.848,246.56
-43.806,-56.856,247.88
-44.857,-57.884,245.04
-66.258,-2.3908,259.53
-66.375,-6.5419,259.51
-68.336,-6.5283,256.26
-68.183,-2.2846,256.28
-62.958,-2.4112,257.53
-63.079,-6.437,257.47
-64.926,-6.4446,254.38
-64.772,-2.3326,254.44
-60.029,-2.4671,255.69
-60.16,-6.377,255.61
-61.909,-6.4077,252.68
-61.748,-2.416,252.75
-57.422,-2.5782,254.01
-57.573,-6.3753,253.92
-59.237,-6.4324,251.13
-59.059,-2.5562,251.22
-41.533,-45.72,272.25
-40.88,-48.316,271.73
-43.774,-46.124,270.65
-39.723,-44.58,269.41
-39.097,-47.067,268.89
-41.84,-44.983,267.87
-38.021,-43.417,266.7
-37.409,-45.828,266.19
-40.039,-43.803,265.23
-36.422,-42.264,264.12
-35.809,-44.653,263.59
-38.368,-42.622,262.72
-60.538,59.467,141.1
-61.278,58.819,144.66
-61.749,54.101,144.5
-61.042,54.823,140.94
-56.985,58.419,142.32
-57.748,57.719,145.9
-58.183,53.26,145.68
-57.446,54.024,142.11
-53.789,57.374,143.63
-54.587,56.58,147.24
-54.89,52.323,146.99
-54.133,53.17,143.41
-50.865,56.489,144.82
-51.71,55.569,148.49
-51.76,51.49,148.24
-51,52.452,144.6
-30.683,103.56,171.59
-28.999,100.06,171.32
-27.462,96.919,171
-25.877,93.656,170.59
-37.714,97.857,210.27
-42.86,95.6,210.13
-35.806,93.986,210.12
-40.529,91.8,209.9
-34.093,90.61,209.93
-38.606,88.6,209.65
-32.105,86.593,209.65
-36.661,85.018,209.32
-69.877,-3.493,173.24
-66.494,-3.3183,174.27
-63.257,-3.2047,175.3
-60.149,-3.1579,176.3
-12.959,-77.933,155.45
-13.191,-80.385,158.41
-8.8332,-81.201,158.55
-12.437,-75.106,157.74
-12.635,-77.388,160.66
-8.458,-78.194,160.79
-11.959,-72.601,160.08
-12.127,-74.69,162.82
-8.1135,-75.454,162.96
-11.517,-70.286,162.54
-11.666,-72.239,164.95
-7.8022,-72.934,165.09
-26.334,92.172,247.62
-31.36,90.303,247.41
-31.78,92.229,243.61
-26.69,94.15,243.8
-24.983,88.754,245.81
-29.65,86.954,245.58
-30.063,88.797,241.9
-25.331,90.615,242.1
-23.859,85.913,244.27
-28.245,84.215,244.03
-28.664,86.004,240.47
-24.221,87.722,240.68
-22.943,83.542,242.95
-27.103,81.97,242.72
-27.505,83.679,239.29
-23.321,85.335,239.51
-51.059,73.764,112.47
-51.863,69.189,109.97
-47.864,71.88,114.35
-48.598,67.545,112
-44.918,70.246,116.19
-45.636,66.141,113.93
-42.069,68.952,117.79
-42.803,65.082,115.58
-15.278,-78.774,256.95
-11.491,-79.434,256.98
-14.611,-75.649,254.89
-10.998,-76.311,254.94
-13.986,-72.82,252.99
-10.528,-73.455,253.04
-13.396,-70.247,251.21
-10.085,-70.844,251.27
-45.489,70.219,99.757
-47.195,72.905,102.21
-48.787,69.301,103.2
-47.126,66.661,100.82
-43.156,69.374,102.47
-44.312,71.433,104.81
-45.803,67.975,105.73
-44.666,65.923,103.46
-41.129,68.44,104.47
-41.911,70.16,106.98
-43.291,66.816,107.85
-42.506,65.061,105.42
-39.538,67.89,106.15
-39.807,69.267,108.73
-41.105,66.029,109.59
-40.805,64.572,107.09
-28.284,105.87,99.402
-31.17,102.76,100.08
-30.795,100.88,96.265
-25.947,102.43,101.87
-28.717,99.537,102.44
-28.356,98.027,99.078
-24.203,99.646,104.1
-26.822,96.853,104.58
-26.568,95.706,101.38
-22.692,97.469,105.91
-25.143,94.718,106.32
-25.079,93.983,103.17
-69.257,6.6962,170.58
-68.329,7.6372,167.18
-65.887,6.7772,171.62
-64.927,7.7408,168.33
-62.66,6.8101,172.68
-61.723,7.796,169.53
-59.564,6.7864,173.74
-58.683,7.7976,170.77
-66.586,32.286,161.72
-67.584,31.709,165.07
-67.543,26.927,164.91
-66.464,27.494,161.61
-63.172,32.294,162.63
-64.127,31.645,165.94
-64.143,26.942,165.85
-63.155,27.649,162.55
-59.863,32.111,163.58
-60.825,31.537,166.82
-60.891,26.919,166.82
-59.945,27.585,163.59
-56.417,31.435,164.61
-57.468,30.979,167.72
-57.709,26.715,167.85
-56.769,27.359,164.77
-37.705,-81.299,235.3
-36.995,-80.046,238.99
-33.805,-83.285,235.32
-36.021,-78.122,234.16
-35.366,-76.955,237.72
-32.296,-80.005,234.17
-34.474,-75.239,233.06
-33.852,-74.123,236.49
-30.914,-77.034,233.07
-33.045,-72.62,232
-32.442,-71.53,235.3
-29.637,-74.341,232.01
-9.1798,-93.879,215.5
-9.0999,-93.46,219.52
-4.5362,-93.749,219.48
-4.5779,-94.176,215.49
-8.8242,-90.242,215.15
-8.7461,-89.818,219.02
-4.3712,-90.175,218.99
-4.411,-90.602,215.14
-8.4893,-86.832,214.8
-8.414,-86.421,218.53
-4.2115,-86.765,218.5
-4.2497,-87.179,214.79
-8.1777,-83.627,214.46
-8.1068,-83.242,218.06
-4.0596,-83.497,218.03
-4.0954,-83.886,214.44
-62.348,-56.031,178.18
-59.132,-54.332,179.33
-56.212,-52.84,180.4
-53.55,-51.546,181.38
-55.242,85.673,201.47
-52.01,82.851,201.12
-49.382,80.606,200.84
-47.245,78.82,200.6
-60.216,-9.0169,152.85
-61.478,-14.447,155.47
-59.615,-13.06,152.51
-57.445,-8.6087,152.78
-58.464,-14.023,156.38
-56.866,-12.599,152.45
-54.349,-8.1609,152.81
-55.528,-13.654,157.67
-53.783,-12.092,152.49
-50.316,-7.6084,152.97
-52.047,-13.234,159.24
-49.745,-11.454,152.65
-63.439,27.633,256.59
-64.501,23.355,256.41
-60.139,26.918,254.98
-61.175,22.731,254.78
-57.171,26.237,253.41
-58.188,22.123,253.21
-54.499,25.577,251.9
-55.504,21.521,251.7
-4.3007,-90.266,235.11
-4.1452,-86.824,234.02
-3.9908,-83.542,232.96
-3.8421,-80.413,231.94
-66.868,19.644,253.02
-68.211,20.261,249.68
-63.481,19.082,251.51
-64.765,19.665,248.32
-60.427,18.52,250.07
-61.655,19.075,247.01
-57.672,17.949,248.68
-58.848,18.477,245.74
-28.26,107.02,103.53
-31.227,103.98,104.1
-26.05,103.43,105.56
-28.885,100.59,106.06
-24.302,100.42,107.52
-26.971,97.689,107.96
-22.729,97.97,109.17
-25.211,95.294,109.56
-18.503,110.37,152.11
-19.507,109.6,156.51
-23.158,107.91,156.17
-17.372,106.93,152.47
-17.879,106.37,156.59
-21.696,104.61,156.55
-16.428,103.26,153.13
-16.765,102.86,157.03
-20.512,101.26,157.22
-15.564,99.49,153.79
-15.871,99.03,157.51
-19.473,97.848,157.88
-4.9329,85.277,266.3
-4.6993,82.16,263.82
-4.4945,79.454,261.63
-4.3208,77.111,259.71
-3.6786,7.6394,295.19
-3.5121,7.8272,291.53
-3.3519,7.9992,288.11
-3.2004,8.165,284.92
-29.746,98.149,93.096
-27.927,94.653,91.15
-27.678,96.067,96.211
-26.647,93.776,94.136
-26.124,94.232,98.431
-25.271,92.228,95.953
-24.955,93.018,100.16
-24.194,91.15,97.732
-12.941,-49.231,281.52
-16.122,-48.779,281.16
-16.118,-45.164,282.33
-12.953,-45.587,282.74
-12.43,-47.822,278.2
-15.476,-47.387,277.84
-15.486,-43.903,279.06
-12.445,-44.304,279.46
-11.916,-46.497,275.1
-14.832,-46.074,274.74
-14.85,-42.696,275.96
-11.935,-43.083,276.34
-11.404,-45.3,272.19
-14.193,-44.886,271.85
-14.215,-41.569,273.03
-11.428,-41.951,273.39
-75.637,-15.617,200.93
-74.721,-19.589,196.93
-75.074,-14.836,197.32
-72.088,-15.325,201.4
-71.173,-19.211,197.51
-71.532,-14.558,197.88
-68.73,-15.117,201.87
-67.826,-18.922,198.08
-68.185,-14.362,198.44
-65.561,-14.998,202.36
-64.666,-18.726,198.65
-65.012,-14.252,199
-38.413,-52.894,271.66
-36.657,-51.406,268.69
-35.025,-49.967,265.93
-33.486,-48.673,263.33
-14.013,-93.786,203.41
-13.943,-93.742,207.44
-9.3014,-94.319,207.46
-9.3499,-94.397,203.44
-13.451,-90.148,203.49
-13.389,-90.116,207.38
-8.939,-90.69,207.39
-8.9803,-90.743,203.51
-12.923,-86.752,203.55
-12.869,-86.726,207.3
-8.597,-87.272,207.31
-8.6331,-87.316,203.57
-12.43,-83.576,203.59
-12.383,-83.55,207.22
-8.2751,-84.047,207.22
-8.3058,-84.09,203.61
-69.913,-15.076,252.69
-69.523,-19.318,252.5
-71.138,-19.487,249.04
-71.527,-15.166,249.23
-66.431,-14.719,250.95
-66.073,-18.812,250.76
-67.605,-18.991,247.49
-67.957,-14.818,247.68
-63.35,-14.436,249.38
-63.014,-18.394,249.17
-64.463,-18.585,246.07
-64.795,-14.549,246.28
-60.621,-14.227,247.96
-60.293,-18.054,247.73
-61.666,-18.262,244.79
-61.988,-14.359,245.01
-59.079,49.51,126.9
-55.284,49.099,128.18
-51.769,48.462,129.58
-48.407,47.976,130.8
-4.8343,82.457,269.72
-4.6002,79.505,267.07
-4.3933,76.932,264.72
-4.2154,74.704,262.67
-68.214,45.177,172.46
-67.787,45.742,168.94
-64.699,44.741,173
-64.174,45.307,169.57
-61.226,44.227,173.55
-60.644,44.784,170.18
-57.107,42.603,174.16
-56.359,42.984,170.85
-11.8,48.68,290.28
-12.008,52.69,288.91
-8.0564,53.397,289.25
-7.9257,49.359,290.68
-11.167,47.434,286.56
-11.356,51.244,285.21
-7.6239,51.933,285.56
-7.4987,48.091,286.95
-10.588,46.36,283.32
-10.766,50.011,282.01
-7.2267,50.667,282.34
-7.1068,46.985,283.68
-10.056,45.451,280.49
-10.23,48.977,279.24
-6.8621,49.589,279.54
-6.7441,46.038,280.82
-71.386,-49.576,205.62
-69.602,-54.024,205.27
-71.214,-48.979,201.76
-67.58,-48.163,205.91
-65.936,-52.352,205.55
-67.39,-47.613,202.19
-64.27,-46.967,206.16
-62.737,-50.933,205.78
-64.073,-46.463,202.57
-61.359,-45.992,206.37
-59.924,-49.748,205.97
-61.158,-45.532,202.91
-38.992,16.658,285.43
-38.994,12.952,285.42
-37.038,16.533,282.12
-37.09,12.917,282.13
-35.282,16.375,279.14
-35.368,12.846,279.16
-33.711,16.193,276.47
-33.817,12.747,276.47
-47.652,88.588,132.91
-46.902,88.818,129.15
-44.364,92.298,128.97
-45.056,92.084,132.78
-44.684,86.171,134.07
-43.938,86.391,130.31
-41.546,89.688,130.08
-42.235,89.477,133.88
-41.977,83.976,135.25
-41.212,84.184,131.49
-38.96,87.312,131.19
-39.671,87.116,134.99
-39.454,82.026,136.3
-38.646,82.227,132.53
-36.529,85.202,132.18
-37.287,85.017,135.98
-3.2735,-57.854,279.32
-6.5362,-57.515,279.39
-6.5016,-53.775,280.79
-3.2562,-54.107,280.76
-3.1511,-56.002,275.92
-6.2836,-55.611,275.86
-6.2558,-52.145,277.34
-3.1382,-52.518,277.4
-3.0204,-54.282,272.82
-6.018,-53.9,272.75
-5.9955,-50.635,274.21
-3.0099,-51,274.29
-2.8832,-52.726,269.99
-5.7381,-52.405,269.99
-5.7247,-49.286,271.35
-2.8751,-49.601,271.38
-13.598,117.26,122.52
-9.2517,118.77,122.14
-12.388,112.49,123.73
-8.3655,113.84,123.38
-11.415,108.13,125
-7.6958,109.33,124.78
-10.581,104.02,126.2
-7.1429,104.68,126.34
-7.9975,-83.905,250.04
-7.8315,-81.974,253.54
-3.9085,-82.281,253.41
-3.9887,-84.182,249.9
-7.6784,-80.603,248.32
-7.5139,-78.777,251.67
-3.7586,-79.153,251.6
-3.8398,-80.96,248.23
-7.3624,-77.552,246.7
-7.1995,-75.812,249.92
-3.6043,-76.173,249.86
-3.6859,-77.903,246.62
-7.063,-74.721,245.18
-6.8998,-73.058,248.27
-3.4513,-73.341,248.19
-3.5337,-74.993,245.08
-42.853,64.083,267.86
-45.91,61.013,266.66
-47.033,63.192,263.76
-43.884,66.419,264.93
-40.248,62.077,265.33
-43.136,59.207,264.28
-44.137,61.279,261.51
-41.191,64.307,262.55
-38.066,60.458,263.14
-40.783,57.731,262.18
-41.715,59.728,259.53
-38.949,62.603,260.48
-36.236,59.178,261.23
-38.792,56.563,260.32
-39.684,58.5,257.78
-37.084,61.256,258.68
-7.1628,-8.4475,293.65
-10.712,-8.4492,293.21
-10.764,-4.5173,293.55
-7.1941,-4.4825,293.97
-6.8411,-7.9672,289.92
-10.236,-7.9714,289.51
-10.292,-4.1301,289.89
-6.8766,-4.0957,290.3
-6.5418,-7.5133,286.52
-9.7915,-7.5217,286.13
-9.8447,-3.7603,286.52
-6.5758,-3.7236,286.92
-6.2625,-7.0962,283.41
-9.3782,-7.1091,283.05
-9.4257,-3.4179,283.43
-6.2929,-3.3785,283.79
-43.481,-56.165,266.96
-42.135,-54.646,268.72
-41.375,-54.267,264.11
-40.123,-52.93,265.79
-39.5,-52.585,261.54
-38.322,-51.366,263.13
-37.825,-51.134,259.17
-36.679,-49.992,260.66
-57.368,-49.298,256.88
-54.595,-47.773,254.75
-52.116,-46.406,252.77
-49.902,-45.23,250.91
-54.737,57.196,109.96
-55.538,54.191,111.14
-54.928,51.819,109.32
-54.007,54.969,107.77
-51.09,56.273,111.86
-51.807,53.454,112.91
-51.367,51.428,111.28
-50.549,54.392,109.9
-47.851,55.22,113.5
-48.456,52.452,114.45
-48.063,50.498,112.75
-47.398,53.419,111.48
-44.893,54.514,114.82
-45.322,51.769,115.7
-45.108,49.939,113.99
-44.646,52.848,112.81
-43.265,96.9,171.24
-40.919,93.651,171.3
-38.854,90.684,171.28
-36.842,87.097,171.14
-50.77,90.876,170.8
-51.096,90.975,174.66
-54.54,87.393,174.4
-54.11,87.331,170.57
-47.914,88.007,171.07
-48.211,88.011,174.79
-51.375,84.689,174.61
-50.993,84.7,170.91
-45.431,85.428,171.24
-45.721,85.397,174.87
-48.642,82.295,174.77
-48.278,82.322,171.16
-43.21,82.108,171.35
-43.423,82.125,174.94
-46.08,79.113,174.93
-45.808,79.054,171.36
-9.7932,-57.075,279.28
-9.7339,-53.353,280.61
-9.4062,-55.177,275.73
-9.3572,-51.732,277.17
-9.0054,-53.485,272.62
-8.9668,-50.243,274.06
-8.5885,-52.024,269.89
-8.566,-48.926,271.23
-57.948,42.122,122.74
-56.811,37.738,122.13
-54.316,42.563,124.1
-53.67,38.988,123.52
-50.835,42.163,125.36
-50.359,38.874,124.63
-47.706,41.982,126.44
-47.632,39.127,125.62
-50.252,-41.86,267.43
-52.467,-42.763,265.03
-48.011,-40.747,264.86
-50.117,-41.595,262.6
-45.926,-39.656,262.42
-47.925,-40.479,260.26
-44.01,-38.599,260.09
-45.904,-39.435,258.03
-60.431,64.306,229.5
-58.371,69.154,230.47
-57.147,62.839,228.74
-55.075,67.479,229.61
-54.115,61.534,227.98
-52.107,66.024,228.78
-51.297,60.409,227.21
-49.416,64.813,227.99
-70.767,-4.5282,176.67
-70.492,-9.1435,176.28
-67.369,-4.359,177.61
-67.104,-8.9043,177.25
-64.11,-4.2534,178.55
-63.855,-8.7324,178.22
-60.974,-4.2166,179.46
-60.734,-8.6317,179.16
-68.731,-17.084,171.99
-68.163,-21.555,171.54
-67.26,-20.276,168.1
-67.808,-15.854,168.56
-65.37,-16.697,173.12
-64.793,-21.082,172.7
-63.852,-19.805,169.4
-64.425,-15.469,169.81
-62.171,-16.384,174.24
-61.602,-20.691,173.85
-60.679,-19.42,170.67
-61.247,-15.16,171.05
-59.119,-16.149,175.33
-58.567,-20.385,174.97
-57.701,-19.124,171.92
-58.251,-14.932,172.26
-56.815,62.628,123.74
-57.594,62.098,127.08
-53.234,61.413,125.15
-53.97,60.953,128.43
-49.971,60.293,126.67
-50.682,59.884,129.88
-46.903,59.406,127.99
-47.61,59.021,131.14
-54.337,-73.293,223.98
-50.88,-76.345,223.88
-51.415,-76.767,219.92
-51.736,-70.5,223.36
-48.471,-73.391,223.23
-48.958,-73.801,219.43
-49.395,-68.015,222.75
-46.3,-70.761,222.6
-46.749,-71.166,218.95
-47.278,-65.795,222.15
-44.336,-68.411,221.99
-44.752,-68.817,218.48
-44.682,-43.147,271.1
-42.713,-42.14,268.35
-40.886,-41.033,265.72
-39.209,-39.849,263.23
-32.237,94.903,93.884
-30.295,91.493,91.972
-30.095,92.98,96.906
-28.985,90.72,94.856
-28.439,91.22,99.042
-27.527,89.253,96.586
-27.163,90.032,100.71
-26.399,88.24,98.241
-61.391,-30.17,261.23
-58.459,-29.29,258.97
-55.821,-28.494,256.89
-53.452,-27.765,254.96
-50.811,30.975,273.97
-48.676,30.569,276.28
-51.648,27.507,274.03
-48.089,30.341,271.44
-46.076,29.967,273.61
-48.874,26.957,271.46
